*time,DMM,FKN,Damage,Plasticity
0.0,0.0,0.0,0.0,0.0
1.10021819637e-05,4.07888990139e-07,0.0,0.0,0.0
2.20043639274e-05,6.44773854219e-06,0.0,0.0,0.0
3.30065449816e-05,3.22470186802e-05,0.0,0.0,0.0
4.40087278548e-05,0.000100677651062,0.0,0.0,0.0
5.5010910728e-05,0.000242791138589,0.0,0.0,0.0
6.60130899632e-05,0.00049726566067,0.0,0.0,0.0
7.70152764744e-05,0.000909864902496,0.0,0.0,0.0
8.80174557096e-05,0.0015329089947,0.0,0.0,0.0
9.90196349449e-05,0.00242475722916,0.0,0.0,0.0
0.000110021821456,0.00364930252545,0.0,0.0,0.0
0.000121024000691,0.00527547812089,0.0,0.0,0.0
0.000132026179926,0.00737677561119,0.0,0.0,0.0
0.000143028359162,0.0100307762623,0.0,0.0,0.0
0.000154030552949,0.013318692334,0.0,0.0,0.0
0.000165032732184,0.0173249207437,0.0,0.0,0.0
0.000176034911419,0.0221366081387,0.0,0.0,0.0
0.000187037090654,0.0278432350606,0.0,0.0,0.0
0.00019803926989,0.0345361977816,0.0,0.0,0.0
0.000209041463677,0.042308408767,0.0,0.0,0.0
0.000220043642912,0.0512539222836,0.0,0.0,0.0
0.000231045822147,0.0614675506949,0.0,0.0,0.0
0.000242048001382,0.073044501245,0.0,0.0,0.0
0.000253050180618,0.0860800221562,0.0,0.0,0.0
0.000264052359853,0.100669078529,0.0,0.0,0.0
0.000275256112218,0.117219433188,0.391792510986,0.0,0.0
0.000286382535705,0.13544408977,0.787796142578,0.0,0.0
0.000297508377116,0.155545532703,1.21723046875,0.0,0.0
0.000308048096485,0.176404803991,1.66269396973,0.0,0.0
0.000319172744639,0.200427040458,2.15236328125,0.0,0.0
0.000330384762492,0.226811036468,2.48791748047,0.0,0.0
0.000341190345353,0.254386365414,2.64904199219,0.0,9.2131098194e-05
0.000352030241629,0.284246385098,2.81806738281,0.0,0.000184554761144
0.000363032479072,0.316881269217,2.94172192383,0.0,0.000278362585422
0.000374034687411,0.351936906576,3.06593188477,0.0,0.000372170161554
0.00038503689575,0.38948610425,3.08173754883,0.0,0.000465977737686
0.000396039133193,0.429598242044,3.16587548828,0.0,0.000559785561965
0.000407041341532,0.472338944674,3.30302563477,0.0,0.000653593138097
0.000418043578975,0.517770290375,3.36234985352,0.0,0.000747400962376
0.000429045816418,0.565950274467,3.43786157227,0.0,0.000841208786654
0.000440048024757,0.616932749748,3.56442529297,0.0,0.000935016362786
0.0004510502622,0.670767426491,3.66543676758,0.0,0.00121417191958
0.000462325668195,0.728945493698,5.34682861328,0.0,0.00150025847744
0.000473443360534,0.789332151413,7.23688427734,0.0,0.00178234342708
0.000484070536913,0.84989464283,8.276828125,0.0,0.00205198270317
0.000495591433719,0.918719530106,8.81016601563,0.0,0.00234429800533
0.000506593554746,0.987551033497,9.0718515625,0.0,0.00262345060836
0.000517595733982,1.05943870544,9.36952636719,0.0,0.00290260468828
0.000528597913217,1.13439941406,9.55678710937,0.0,0.00318175876819
0.000539600034244,1.21244549751,9.75300390625,0.0,0.00346091137123
0.00055060221348,1.29358363152,9.99949609375,0.0,0.00374006545115
0.00056112773018,1.37410342693,12.57471875,0.0,0.00454674383412
0.000572415476199,1.46359848976,13.9756914063,0.0,0.00541183967369
0.000583134184126,1.55158746243,14.7651865234,0.0,0.00623332428335
0.00059441709891,1.64735722542,14.9344814453,0.0,0.00709804985573
0.000605135748629,1.74131369591,15.0830849609,0.0,0.00791953000434
0.000616418663412,1.84332561493,15.5463144531,0.0,0.00878425557672
0.000627195346169,1.94371151924,15.9782617187,0.0,0.0096101833927
0.000638318713754,2.05031824112,19.4850859375,0.0,0.0104626812256
0.000649094756227,2.15646052361,19.7615117188,0.0,0.01128855997
0.00066040281672,2.270829916,20.4915917969,0.0,0.0121552127162
0.000671183806844,2.38267374039,20.9628320312,0.0,0.0132363215923
0.000682403042447,2.50191831589,21.4469960937,0.0,0.0143613773666
0.000693187932484,2.61923980713,23.5846953125,0.0,0.0154428773228
0.000704401580151,2.74396514893,21.7273886719,0.0,0.0165673727436
0.000715122150723,2.86575770378,17.3644121094,0.0,0.0176424227963
0.000726484286133,2.99749231339,13.7142441406,0.0,0.0187818084466
0.000737188034691,3.12402415276,13.4660009766,0.0,0.0198551716015
0.000748455931898,3.25969815254,12.2994365234,0.0,0.0209851071219
0.000759160378948,3.39086318016,11.3030087891,0.0,0.022058540321
0.000770427577663,3.53123784065,12.7432402344,0.0,0.0231884057971
0.000781131442636,3.66671347618,12.5532314453,0.0,0.0256278596006
0.000792399223428,3.81147050858,10.3648291016,0.0,0.0281958320834
0.00080313772196,3.95139098167,9.72771289062,0.0,0.0306431790139
0.00081411015708,4.09625053406,10.3493574219,0.0,0.0331438410323
0.000825453724246,4.24792385101,36.7766445312,0.0,0.0357290855341
0.000836194783915,4.39324522018,41.2251171875,0.0,0.0381770161581
0.000847468385473,4.54745769501,42.3478476563,0.0,0.0407463152168
0.000858174811583,4.69541788101,42.9105585937,0.0,0.0431863527138
0.000869468436576,4.85298681259,42.2420820312,0.0,0.0457602151938
0.000880174164195,5.00367736816,40.3331757812,0.0,0.0482000935016
0.000891443807632,5.16359901428,40.8594101563,0.0,0.0500269621901
0.000902150059119,5.31666326523,39.5729609375,0.0,0.0517625020695
0.000913420226425,5.47889041901,36.4852929688,0.0,0.0535894556799
0.000924126710743,5.63396024704,32.91446875,0.0,0.0553250333025
0.000935396179557,5.79809713364,28.9455078125,0.0,0.0571518736836
0.000946102081798,5.95480632782,25.4631660156,0.0,0.0588873569484
0.00095737160882,6.12049818039,30.8261914063,0.0,0.0607142067653
0.000968077802099,6.27852153778,28.6079335938,0.0,0.062449737209
0.000979347503744,6.44542646408,23.7877402344,0.0,0.0642766153333
0.000990053755231,6.6044459343,20.5473066406,0.0,0.0660121552127
0.00100132345688,6.77224349976,18.646953125,0.0,0.0673573258123
0.00101203005761,6.93198013306,19.3114277344,0.0,0.0686352837372
0.00102330080699,7.10040712357,17.6190234375,0.0,0.0699805793965
0.00103400857188,7.26062440872,17.8960605469,0.0,0.0712586762767
0.00104527990334,7.42943620682,17.5272070313,0.0,0.0726040414137
0.00105655088555,7.5983581543,16.9917109375,0.0,0.0739493648641
0.00106725771911,7.75889730453,16.4983417969,0.0,0.07522735058
0.00107852800284,7.92792606354,16.53696875,0.0,0.0765725906572
0.00108923495281,8.08852386475,16.331890625,0.0,0.0778505902687
0.0011005057022,8.25758552551,15.5753447266,0.0,0.079195885928
0.00111121335067,8.41819953918,15.3640644531,0.0,0.0793644907303
0.00112248491496,8.58727455139,15.1451230469,0.0,0.0795419750652
0.00113319349475,8.74790287018,16.7375234375,0.0,0.0797105945323
0.0011444655247,8.91698265076,18.0532421875,0.0,0.0798880861997
0.00115517457016,9.07761859894,17.6381972656,0.0,0.0800567129991
0.00116600503679,9.24007511139,14.8934453125,0.0,0.0802272517211
0.00117704889271,9.40573310852,14.2780146484,0.0,0.0804011505139
0.0011880787788,9.57118225098,13.8637304687,0.0,0.0805748293349
0.00119950424414,9.74256420135,14.6142480469,0.0,0.0807547370271
0.00121035950724,9.90539169312,14.8827158203,0.0,0.0809256661992
0.00122122908942,10.0684366226,15.1483955078,1.84693051659e-05,0.081239644387
0.00123206013814,10.2309017181,15.4892041016,3.68731352811e-05,0.0815525094989
0.00124346138909,10.4019203186,15.4755839844,5.6245837899e-05,0.0818818454434
0.00125429593027,10.5644388199,15.0204238281,7.46556023088e-05,0.0821948114384
0.00126512267161,10.7268400192,15.0076630859,9.30521134607e-05,0.082507552128
0.0012765181018,10.8977718353,19.3803261719,0.000112414925588,0.0828367199341
0.00128703808878,11.0555725098,19.2504824219,0.000130290207861,0.0831405997328
0.00129856786225,11.2285175323,18.0021738281,0.000149881292521,0.083473648172
0.00130918284412,11.3877420425,18.3372421875,0.000167917987609,0.0837802719885
0.00132041494362,11.556224823,19.7103027344,0.000187003272557,0.0841047218326
0.00133124249987,11.7186365128,19.4825664063,0.000187003272557,0.0849283108049
0.00134206959046,11.8810443878,25.7172265625,0.000187003272557,0.0857518643571
0.00135327875614,12.0491809845,24.6821152344,0.000187003272557,0.0866044801298
0.00136416149326,12.2124214172,21.2699160156,0.000187003272557,0.087432266388
0.00137525377795,12.3788061142,19.1750273437,0.000187003272557,0.0882759917069
0.00138603907544,12.5405864716,19.3641269531,0.000187003272557,0.089096366302
0.00139702053275,12.7053089142,20.9550507813,0.000187003272557,0.0899316616288
0.00140800070949,12.870010376,22.6303691406,0.000187003272557,0.0907668595503
0.0014194578398,13.0418672562,22.1506660156,0.000187003272557,0.0916383365447
0.00143043254502,13.2064886093,21.2635644531,0.000187003272557,0.0924731182796
0.00144140864722,13.3711290359,19.7151308594,0.000187003272557,0.0934025388541
0.00145238556433,13.5357837677,19.0723515625,0.000187003272557,0.0943320284324
0.00146336341277,13.7004518509,18.9296992187,0.000187003272557,0.095261596872
0.00147434242535,13.8651371002,21.1195898437,0.000187003272557,0.0961912638884
0.00148532236926,14.029835701,22.06015625,0.000187003272557,0.0971210097661
0.00149630242959,14.1945371628,20.9591484375,0.000187003272557,0.0980507655014
0.00150728272274,14.3592414856,19.6422929687,0.000187003272557,0.0989805409521
0.00151826324873,14.5239486694,20.6734140625,0.000187003272557,0.0999103361182
0.00152931024786,14.6896533966,20.6162226562,0.000187003272557,0.100845760014
0.00154030229896,14.8545351028,20.74228125,0.000187003272557,0.101776531089
0.00155133090448,15.0199632645,20.0730253906,0.000187003272557,0.102933332616
0.00156232260633,15.1848402023,18.8957988281,0.000187003272557,0.104086263282
0.00157330860384,15.3496294022,17.7919082031,0.000187003272557,0.105238595612
0.00158434303012,15.5151462555,18.0220136719,0.000187003272557,0.106396007685
0.00159533438273,15.680015564,19.1695722656,0.000187003272557,0.107548901717
0.0016063231742,15.8448476791,19.4699941406,0.000187003272557,0.10870152711
0.00161736097652,16.0104160309,18.0428984375,0.000187003272557,0.109859293299
0.00162835419178,16.1753120422,16.4306601562,0.000187003272557,0.111012382707
0.00163939641789,16.3409461975,15.4608769531,0.000187003272557,0.112170612911
0.00165039231069,16.5058860779,15.5657011719,0.000187003272557,0.11332398317
0.00166139076464,16.6708602905,15.4673564453,0.000187003272557,0.114533630497
0.00167242798489,16.8364200592,15.0519228516,0.000187003272557,0.115747541473
0.00168344646227,17.0016975403,14.7960917969,0.000187003272557,0.116959391045
0.00169405003544,17.1607513428,14.3639111328,0.000187003272557,0.118125608043
